"id","name","region","federal_district","population","foundation_year","status","old_name","latitude","longitude"
"662","Новая Ляля","Свердловская область","Уральский","10684","1903","1938","Ляля (до 1903)","59.052734","60.595974"
"663","Новоалександровск","Ставропольский край","Северо-Кавказский","26767","1804","1971","Новоалександровская (до 1971)","45.4952532","41.2198866"
"664","Новоалтайск","Алтайский край","Сибирский","73049","1736","1942","Чесноковка (до 1962)","53.393341","83.939407"
"665","Новоаннинский","Волгоградская область","Южный","15351","1872","1956","","50.529675","42.667362"
"666","Нововоронеж","Воронежская область","Центральный","30658","1957","1987","Ново-Грэсовский","51.30905","39.2160054"
"667","Новодвинск","Архангельская область","Северо-Западный","33294","1936","1977","Ворошиловский (до 1957); Первомайский (до 1977)","64.419212","40.793793"
"668","Новозыбков","Брянская область","Центральный","38680","1701","1809","Зыбкая (до 1809)","52.537086","31.93367"
"669","Новокубанск","Краснодарский край","Южный","34000","1867","1966","Хуторок (до 1961) Новокубанский (до 1966)","45.1083184","41.0366896"
"670","Новокузнецк","Кемеровская область","Сибирский","537480","1618","1622","Кузнецкий острог (до 1622); Кузнецк-Сибирский (до 1931); Сталинск (с 1932 до 1961)","53.7575903","87.1358494"
"671","Новокуйбышевск","Самарская область","Приволжский","98306","1946","1952","Липяги","53.099243","49.948364"
"672","Новомичуринск","Рязанская область","Центральный","16900","1968","1981","","54.043011","39.744011"
"673","Новомосковск","Тульская область","Центральный","119697","1930","1930","Бобрики (до 1933); Сталиногорск (до 1961)","54.011013","38.290943"
"674","Новопавловск","Ставропольский край","Северо-Кавказский","20781","1777","1981","Новопавловская (до 1981)","43.961891","43.6311"
"675","Новоржев","Псковская область","Северо-Западный","3222","1777","1777","Ржева, Ржева Пустая, Аршо","57.031181","29.332918"
"676","Новороссийск","Краснодарский край","Южный","262293","1838","1866","","44.7239578","37.7690711"
"677","Новосибирск","Новосибирская область","Сибирский","1633595","1893","1903","Александровский (до 1895); Ново-Николаевский (до 1903); Ново-Николаевск (до 1926)","54.9678144","82.9515989"
"678","Новосиль","Орловская область","Центральный","2912","1155","1777","","52.972939","37.041908"
"679","Новосокольники","Псковская область","Северо-Западный","6895","1901","1925","","56.347385","30.152925"
"680","Новотроицк","Оренбургская область","Приволжский","75960","1920","1945","Ново-Троицк","51.196369","58.298527"
